UID,State,County,Population
84050021,Vermont,Rutland County,58191
84050023,Vermont,Washington County,58409
84050025,Vermont,Windham County,42222
84050027,Vermont,Windsor County,55062
84051001,Virginia,Accomack County,32316
84051003,Virginia,Albemarle County,109330
84051005,Virginia,Alleghany County,14860
84051007,Virginia,Amelia County,13145
84051009,Virginia,Amherst County,31605
84051011,Virginia,Appomattox County,15911
84051013,Virginia,Arlington County,236842
84051015,Virginia,Augusta County,75558
84051017,Virginia,Bath County,4147
84051019,Virginia,Bedford County,78997
84051021,Virginia,Bland County,6280
84051023,Virginia,Botetourt County,33419
84051025,Virginia,Brunswick County,16231
84051027,Virginia,Buchanan County,21004
84051029,Virginia,Buckingham County,17148
84051031,Virginia,Campbell County,54885
84051033,Virginia,Caroline County,30725
84051035,Virginia,Carroll County,29791
84051036,Virginia,Charles City County,6963
84051037,Virginia,Charlotte County,11880
84051041,Virginia,Chesterfield County,352802
84051043,Virginia,Clarke County,14619
84051045,Virginia,Craig County,5131
84051047,Virginia,Culpeper County,52605
84051049,Virginia,Cumberland County,9932
84051051,Virginia,Dickenson County,14318
84051053,Virginia,Dinwiddie County,28544
84051057,Virginia,Essex County,10953
84051059,Virginia,Fairfax County,1147532
84051061,Virginia,Fauquier County,71222
84051063,Virginia,Floyd County,15749
84051065,Virginia,Fluvanna County,27270
84051067,Virginia,Franklin County,56042
84051069,Virginia,Frederick County,89313
84051071,Virginia,Giles County,16720
84051073,Virginia,Gloucester County,37348
84051075,Virginia,Goochland County,23753
84051077,Virginia,Grayson County,15550
84051079,Virginia,Greene County,19819
84051081,Virginia,Greensville County,11336
84051083,Virginia,Halifax County,33911
84051085,Virginia,Hanover County,107766
84051087,Virginia,Henrico County,330818
84051089,Virginia,Henry County,50557
84051091,Virginia,Highland County,2190
84051093,Virginia,Isle of Wight County,37109
84051095,Virginia,James City County,76523
84051097,Virginia,King and Queen County,7025
84051099,Virginia,King George County,26836
84051101,Virginia,King William County,17148
84051103,Virginia,Lancaster County,10603
84051105,Virginia,Lee County,23423
84051107,Virginia,Loudoun County,413538
84051109,Virginia,Louisa County,37591
84051111,Virginia,Lunenburg County,12196
84051113,Virginia,Madison County,13261
84051115,Virginia,Mathews County,8834
84051117,Virginia,Mecklenburg County,30587
84051119,Virginia,Middlesex County,10582
84051121,Virginia,Montgomery County,98535
84051125,Virginia,Nelson County,14930
84051127,Virginia,New Kent County,23091
84051131,Virginia,Northampton County,11710
84051133,Virginia,Northumberland County,12095
84051135,Virginia,Nottoway County,15232
84051137,Virginia,Orange County,37051
84051139,Virginia,Page County,23902
84051141,Virginia,Patrick County,17608
84051143,Virginia,Pittsylvania County,60354
84051145,Virginia,Powhatan County,29652
84051147,Virginia,Prince Edward County,22802
84051149,Virginia,Prince George County,38353
84051153,Virginia,Prince William County,470335
84051155,Virginia,Pulaski County,34027
84051157,Virginia,Rappahannock County,7370
84051159,Virginia,Richmond County,9023
84051161,Virginia,Roanoke County,94186
84051163,Virginia,Rockbridge County,22573
84051165,Virginia,Rockingham County,81948
84051167,Virginia,Russell County,26586
84051169,Virginia,Scott County,21566
84051171,Virginia,Shenandoah County,43616
84051173,Virginia,Smyth County,30104
84051175,Virginia,Southampton County,17631
84051177,Virginia,Spotsylvania County,136215
84051179,Virginia,Stafford County,152882
84051181,Virginia,Surry County,6422
84051183,Virginia,Sussex County,11159
84051185,Virginia,Tazewell County,40595
84051187,Virginia,Warren County,40164
84051191,Virginia,Washington County,53740
84051193,Virginia,Westmoreland County,18015
84051195,Virginia,Wise County,37383
84051197,Virginia,Wythe County,28684
84051199,Virginia,York County,68280
84051510,Virginia,Alexandria city,159428
84051520,Virginia,Bristol city,16762
84051530,Virginia,Buena Vista city,6478
84051540,Virginia,Charlottesville city,47266
84051550,Virginia,Chesapeake city,244835
84051570,Virginia,Colonial Heights city,17370
84051580,Virginia,Covington city,5538
84051590,Virginia,Danville city,40044
84051595,Virginia,Emporia city,5346
84051600,Virginia,Fairfax city,24019
84051610,Virginia,Falls Church city,14617
84051620,Virginia,Franklin city,7967
84051630,Virginia,Fredericksburg city,29036
84051640,Virginia,Galax city,6347
84051650,Virginia,Hampton city,134510
84051660,Virginia,Harrisonburg city,53016
84051670,Virginia,Hopewell city,22529
84051678,Virginia,Lexington city,7446
84051680,Virginia,Lynchburg city,82168
84051683,Virginia,Manassas city,41085
84051685,Virginia,Manassas Park city,17478
84051690,Virginia,Martinsville city,12554
84051700,Virginia,Newport News city,179225
84051710,Virginia,Norfolk city,242742
84051720,Virginia,Norton city,3981
84051730,Virginia,Petersburg city,31346
84051735,Virginia,Poquoson city,12271
84051740,Virginia,Portsmouth city,94398
84051750,Virginia,Radford city,18249
84051760,Virginia,Richmond city,230436
84051770,Virginia,Roanoke city,99143
84051775,Virginia,Salem city,25301
84051790,Virginia,Staunton city,24932
84051800,Virginia,Suffolk city,92108
84051810,Virginia,Virginia Beach city,449974
84051820,Virginia,Waynesboro city,22630
84051830,Virginia,Williamsburg city,14954
84051840,Virginia,Winchester city,28078
84053001,Washington,Adams County,19983
84053003,Washington,Asotin County,22582
84053005,Washington,Benton County,204390
84053007,Washington,Chelan County,77200
84053009,Washington,Clallam County,77331
84053011,Washington,Clark County,488241
84053013,Washington,Columbia County,3985
84053015,Washington,Cowlitz County,110593
84053017,Washington,Douglas County,43429
84053019,Washington,Ferry County,7627
84053021,Washington,Franklin County,95222
84053023,Washington,Garfield County,2225
84053025,Washington,Grant County,97733
84053027,Washington,Grays Harbor County,75061
84053029,Washington,Island County,85141
84053031,Washington,Jefferson County,32221
84053033,Washington,King County,2252782
84053035,Washington,Kitsap County,271473
84053037,Washington,Kittitas County,47935
84053039,Washington,Klickitat County,22425
84053041,Washington,Lewis County,80707
84053043,Washington,Lincoln County,10939
84053045,Washington,Mason County,66768
84053047,Washington,Okanogan County,42243
84053049,Washington,Pacific County,22471
84053051,Washington,Pend Oreille County,13724
84053053,Washington,Pierce County,904980
84053055,Washington,San Juan County,17582
84053057,Washington,Skagit County,129205
84053059,Washington,Skamania County,12083
84053061,Washington,Snohomish County,822083
84053063,Washington,Spokane County,522798
84053065,Washington,Stevens County,45723
84053067,Washington,Thurston County,290536
84053069,Washington,Wahkiakum County,4488
84053071,Washington,Walla Walla County,60760
84053073,Washington,Whatcom County,229247
84053075,Washington,Whitman County,50104
84053077,Washington,Yakima County,250873
84054001,West Virginia,Barbour County,16441
84054003,West Virginia,Berkeley County,119171
84054005,West Virginia,Boone County,21457
84054007,West Virginia,Braxton County,13957
84054009,West Virginia,Brooke County,21939
84054011,West Virginia,Cabell County,91945
84054013,West Virginia,Calhoun County,7109
84054015,West Virginia,Clay County,8508
84054017,West Virginia,Doddridge County,8448
84054019,West Virginia,Fayette County,42406
84054021,West Virginia,Gilmer County,7823
84054023,West Virginia,Grant County,11568
84054025,West Virginia,Greenbrier County,34662
84054027,West Virginia,Hampshire County,23175
84054029,West Virginia,Hancock County,28810
84054031,West Virginia,Hardy County,13776
84054033,West Virginia,Harrison County,67256
84054035,West Virginia,Jackson County,28576
84054037,West Virginia,Jefferson County,57146
84054039,West Virginia,Kanawha County,178124
84054041,West Virginia,Lewis County,15907
84054043,West Virginia,Lincoln County,20409
84054045,West Virginia,Logan County,32019
84054047,West Virginia,McDowell County,17624
84054049,West Virginia,Marion County,56072
84054051,West Virginia,Marshall County,30531
84054053,West Virginia,Mason County,26516
84054055,West Virginia,Mercer County,58758
84054057,West Virginia,Mineral County,26868
84054059,West Virginia,Mingo County,23424
84054061,West Virginia,Monongalia County,105612
84054063,West Virginia,Monroe County,13275
84054065,West Virginia,Morgan County,17884
84054067,West Virginia,Nicholas County,24496
84054069,West Virginia,Ohio County,41411
84054071,West Virginia,Pendleton County,6969
84054073,West Virginia,Pleasants County,7460
84054075,West Virginia,Pocahontas County,8247
84054077,West Virginia,Preston County,33432
84054079,West Virginia,Putnam County,56450
84054081,West Virginia,Raleigh County,73361
84054083,West Virginia,Randolph County,28695
84054085,West Virginia,Ritchie County,9554
84054087,West Virginia,Roane County,13688
84054089,West Virginia,Summers County,12573
84054091,West Virginia,Taylor County,16695
84054093,West Virginia,Tucker County,6839
84054095,West Virginia,Tyler County,8591
84054097,West Virginia,Upshur County,24176
84054099,West Virginia,Wayne County,39402
84054101,West Virginia,Webster County,8114
84054103,West Virginia,Wetzel County,15065
84054105,West Virginia,Wirt County,5821
84054107,West Virginia,Wood County,83518
84054109,West Virginia,Wyoming County,20394
84055001,Wisconsin,Adams County,20220
84055003,Wisconsin,Ashland County,15562
84055005,Wisconsin,Barron County,45244
84055007,Wisconsin,Bayfield County,15036
84055009,Wisconsin,Brown County,264542
84055011,Wisconsin,Buffalo County,13031
84055013,Wisconsin,Burnett County,15414
84055015,Wisconsin,Calumet County,50089
84055017,Wisconsin,Chippewa County,64658
84055019,Wisconsin,Clark County,34774
84055021,Wisconsin,Columbia County,57532
84055023,Wisconsin,Crawford County,16131
84055025,Wisconsin,Dane County,546695
84055027,Wisconsin,Dodge County,87839
84055029,Wisconsin,Door County,27668
84055031,Wisconsin,Douglas County,43150
84055033,Wisconsin,Dunn County,45368
84055035,Wisconsin,Eau Claire County,104646
84055037,Wisconsin,Florence County,4295
84055039,Wisconsin,Fond du Lac County,103403
84055041,Wisconsin,Forest County,9004
84055043,Wisconsin,Grant County,51439
84055045,Wisconsin,Green County,36960
84055047,Wisconsin,Green Lake County,18913
84055049,Wisconsin,Iowa County,23678
84055051,Wisconsin,Iron County,5687
84055053,Wisconsin,Jackson County,20643
84055055,Wisconsin,Jefferson County,84769
84055057,Wisconsin,Juneau County,26687
84055059,Wisconsin,Kenosha County,169561
84055061,Wisconsin,Kewaunee County,20434
84055063,Wisconsin,La Crosse County,118016
84055065,Wisconsin,Lafayette County,16665
84055067,Wisconsin,Langlade County,19189
84055069,Wisconsin,Lincoln County,27593
84055071,Wisconsin,Manitowoc County,78981
84055073,Wisconsin,Marathon County,135692
84055075,Wisconsin,Marinette County,40350
84055077,Wisconsin,Marquette County,15574
84055078,Wisconsin,Menominee County,4556
84055079,Wisconsin,Milwaukee County,945726
84055081,Wisconsin,Monroe County,46253
84055083,Wisconsin,Oconto County,37930
84055085,Wisconsin,Oneida County,35595
84055087,Wisconsin,Outagamie County,187885
84055089,Wisconsin,Ozaukee County,89221
84055091,Wisconsin,Pepin County,7287
84055093,Wisconsin,Pierce County,42754
84055095,Wisconsin,Polk County,43783
84055097,Wisconsin,Portage County,70772
84055099,Wisconsin,Price County,13351
84055101,Wisconsin,Racine County,196311
84055103,Wisconsin,Richland County,17252
84055105,Wisconsin,Rock County,163354
84055107,Wisconsin,Rusk County,14178
84055109,Wisconsin,St. Croix County,90687
84055111,Wisconsin,Sauk County,64442
84055113,Wisconsin,Sawyer County,16558
84055115,Wisconsin,Shawano County,40899
84055117,Wisconsin,Sheboygan County,115340
84055119,Wisconsin,Taylor County,20343
84055121,Wisconsin,Trempealeau County,29649
84055123,Wisconsin,Vernon County,30822
84055125,Wisconsin,Vilas County,22195
84055127,Wisconsin,Walworth County,103868
84055129,Wisconsin,Washburn County,15720
84055131,Wisconsin,Washington County,136034
84055133,Wisconsin,Waukesha County,404198
84055135,Wisconsin,Waupaca County,50990
84055137,Wisconsin,Waushara County,24443
84055139,Wisconsin,Winnebago County,171907
84055141,Wisconsin,Wood County,72999
84056001,Wyoming,Albany County,38880
84056003,Wyoming,Big Horn County,11790
84056005,Wyoming,Campbell County,46341
84056007,Wyoming,Carbon County,14800
84056009,Wyoming,Converse County,13822
84056011,Wyoming,Crook County,7584
84056013,Wyoming,Fremont County,39261
84056015,Wyoming,Goshen County,13211
84056017,Wyoming,Hot Springs County,4413
84056019,Wyoming,Johnson County,8445
84056021,Wyoming,Laramie County,99500
84056023,Wyoming,Lincoln County,19830
84056025,Wyoming,Natrona County,79858
84056027,Wyoming,Niobrara County,2356
84056029,Wyoming,Park County,29194
84056031,Wyoming,Platte County,8393
84056033,Wyoming,Sheridan County,30485
84056035,Wyoming,Sublette County,9831
84056037,Wyoming,Sweetwater County,42343
84056039,Wyoming,Teton County,23464
84056041,Wyoming,Uinta County,20226
84056043,Wyoming,Washakie County,7805
84056045,Wyoming,Weston County,6927
84080001,,,-999
84080002,,,-999
84080004,,,-999
84080005,,,-999
84080006,,,-999
84080008,,,-999
84080009,,,-999
84080010,,,-999
84080011,,,-999
84080012,,,-999
84080013,,,-999
84080015,,,-999
84080016,,,-999
84080017,,,-999
84080018,,,-999
84080019,,,-999
84080020,,,-999
84080021,,,-999
84080022,,,-999
84080023,,,-999
84080024,,,-999
84080025,,,-999
84080026,,,-999
84080027,,,-999
84080028,,,-999
84080029,,,-999
84080030,,,-999
84080031,,,-999
84080032,,,-999
84080033,,,-999
84080034,,,-999
84080035,,,-999
84080036,,,-999
84080037,,,-999
84080038,,,-999
84080039,,,-999
84080040,,,-999
84080041,,,-999
84080042,,,-999
84080044,,,-999
84080045,,,-999
84080046,,,-999
84080047,,,-999
84080048,,,-999
84080049,,,-999
84080050,,,-999
84080051,,,-999
84080053,,,-999
84080054,,,-999
84080055,,,-999
84080056,,,-999
84088888,,,3700
84090001,,,-999
84090002,,,-999
84090004,,,-999
84090005,,,-999
84090006,,,-999
84090008,,,-999
84090009,,,-999
84090010,,,-999
84090011,,,-999
84090012,,,-999
84090013,,,-999
84090015,,,-999
84090016,,,-999
84090017,,,-999
84090018,,,-999
84090019,,,-999
84090020,,,-999
84090021,,,-999
84090022,,,-999
84090023,,,-999
84090024,,,-999
84090025,,,-999
84090026,,,-999
84090027,,,-999
84090028,,,-999
84090029,,,-999
84090030,,,-999
84090031,,,-999
84090032,,,-999
84090033,,,-999
84090034,,,-999
84090035,,,-999
84090036,,,-999
84090037,,,-999
84090038,,,-999
84090039,,,-999
84090040,,,-999
84090041,,,-999
84090042,,,-999
84090044,,,-999
84090045,,,-999
84090046,,,-999
84090047,,,-999
84090048,,,-999
84090049,,,-999
84090050,,,-999
84090051,,,-999
84090053,,,-999
84090054,,,-999
84090055,,,-999
84090056,,,-999
84099999,,,1179
84070002,,,28659
84070003,,,491918
84070004,,,-999
84070005,,,-999
84070015,,,-999
84070016,,,-999
84070017,,,-999
84070018,,,-999
84070019,,,-999
84070020,,,-999
